university_name,TEXT,sentiment,KEYWORDS
"University of California, Los Angeles (UCLA)",the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
"University of California, Los Angeles (UCLA)",had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
"University of California, Los Angeles (UCLA)",its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
"University of California, Los Angeles (UCLA)",absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
"University of California, Los Angeles (UCLA)",not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Melbourne,founded in  the university of melbourne is the second oldest university in australia the university is a part of australias go traditional universities and has consistently been ranked among the top  universities in the world by times or other world university rankings along with anu and usyd the university of melbourne is considered one of australias top universities providing a wide range of quality programs the most popular in medicine business law and artshumanities  here are the latest rankings for the university of melbourne  th in the world and st in australia in the qs world university rankings   th in the world and st in australia in the times higher education world university rankings   th in the world and st in australia in the times higher education world university rankings   th in the world and st in australia in the arwu academic ranking of world universities   th in the world and st in australia in qs world university rankings by subject  for humanities and social sciences th in the world st in australia  th in the world and st in australia in qs world university rankings by subject  for law  th in the world and st in australia in qs world university rankings by subject  for life sciences and medicine  th in the world and nd in australia in qs world university rankings by subject  for psychology  the university of melbourne is also my exchange school where i had the opportunity to meet amazing teachers and friends it will always be one of my most cherished memories,NEUTRAL,"memories, cherished, friends, teachers, amazing"
University of Melbourne,great campus almost all the falcuties are located in one huge area in the middle of melbourne strategic location easy access to the campus,POSITIVE,"access, easy, location, strategic, melbourne"
University of Melbourne,such an astounding beautiful university,POSITIVE,"university, beautiful, astounding"
University of Melbourne,one of the most beautiful campuses in melbourne the carlton campus is the oldest campus of the university of melbourne it has many trees and historical buildings the overall atmosphere here is tranquil and peaceful the residential colleges are magnificent buildings,POSITIVE,"magnificent, colleges, residential, peaceful, tranquil"
University of Melbourne,one of the best university in victoria australia great place to study love the classic architecture of the buildings,POSITIVE,"buildings, architecture, classic, love, study"
University of Melbourne,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Melbourne,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Melbourne,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Melbourne,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Melbourne,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Melbourne,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Melbourne,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Melbourne,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Melbourne,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Melbourne,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Zhejiang University,i have a lot of memories in this place university are open for tourists come in side and  see big mao president statue nice view nicw memories,POSITIVE,"nicw, view, nice, statue, president"
Zhejiang University,poor university system not approachable not helpful irresponsible dont ever go to this uni for further study if you are foreigner once you got in anything happened they wont help you or stand by your side they just want your constant tuition fees,NEGATIVE,"fees, tuition, constant, want, just"
Zhejiang University,visited the university when i was in hangzhou relaxed atmosphere with hidden cafes many spots to sit down and take in the scenery,POSITIVE,"scenery, sit, spots, cafes, hidden"
Zhejiang University,zhejiang university is a prestigious institution of higher education with a long history,NEUTRAL,"history, long, education, higher, institution"
Zhejiang University,had a stay here in april  during an esperanto festival it was great and living on campus is just fine you can move around by foot or bike as the area is really calm and free from the noise of car traffic also convenience shops are open till late all across the campus,POSITIVE,"late, till, open, shops, convenience"
Zhejiang University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Zhejiang University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Zhejiang University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Zhejiang University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Zhejiang University,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Zhejiang University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Zhejiang University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Zhejiang University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Zhejiang University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Zhejiang University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Oslo,blindern campus is a conducive environment for study and research beautiful architecture,POSITIVE,"architecture, beautiful, research, study, environment"
University of Oslo,one of the finest unis in europe with students and professors from all over the world to learn and excel with  knit like a family i study here international student masters in microelectronics and sensor technology,POSITIVE,"technology, sensor, microelectronics, masters, student"
University of Oslo,university buildings are beautiful  makes you wish to studyb again,POSITIVE,"studyb, wish, makes, beautiful, buildings"
University of Oslo,theres plenty of great people in the teaching and research staff but the administration is a mess and the maintenance people will yell at you if you ask them to fix anything and if you are wondering whether any of their policies are exploitative towards visiting or scholarship researchers the answers always going to be yes if you have your own funding its better to take your reasearch to an institution that appreciates your efforts this place certainly aint it,NEUTRAL,"aint, certainly, place, efforts, appreciates"
University of Oslo,very nice,POSITIVE,nice
University of Oslo,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Oslo,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Oslo,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Oslo,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Oslo,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Oslo,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Oslo,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Oslo,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Oslo,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Oslo,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
California Institute of Technology (Caltech),serene and elegant   campus is not that big  but it is incredibly beautiful  i lived in san marino for two years  i took a lot of pictures then  every time i look at these pictures my mind is immersed in a tranquil atmosphere,POSITIVE,"atmosphere, tranquil, immersed, mind, look"
California Institute of Technology (Caltech),beautiful campus for a nice walk we did a self guided tour based on a guide on their website and learned a bit about the institutes history and what is studied in each building,POSITIVE,"building, studied, history, institutes, bit"
California Institute of Technology (Caltech),very cool and clean campus enjoyed visiting it earlier today theres a bit of a strong veg smell however,NEUTRAL,"smell, veg, strong, bit, theres"
California Institute of Technology (Caltech),california institute of technology the absolute pinnacle of scientific knowledge and cutting edge research this university is truly a spectacle and an inspiration  there are beautiful landscapes gardens and walkways the architecture is different for every buildingranging from early s to modern and futuristic,POSITIVE,"futuristic, modern, early, buildingranging, different"
California Institute of Technology (Caltech),incredibly historical  spectacular architectural designs sparkling clean and wellmaintained i love how striking each building looks especially the library its giving light academia aesthetic elite location one of amazing attractions in westwood,POSITIVE,"westwood, attractions, amazing, location, elite"
California Institute of Technology (Caltech),average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
California Institute of Technology (Caltech),average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
California Institute of Technology (Caltech),had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
California Institute of Technology (Caltech),i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
California Institute of Technology (Caltech),not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
California Institute of Technology (Caltech),my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
California Institute of Technology (Caltech),i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
California Institute of Technology (Caltech),i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
California Institute of Technology (Caltech),the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
California Institute of Technology (Caltech),had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Ludwig-Maximilians-Universitat Munchen,place outside the tourist itineraries but which deserves to be considered the building will not be gorgeous but it is still very particular more than for its architecture it is an interesting place in terms of nazism inside there is in fact an exhibition that talks about the scholl family if you dont know their history you should definitely visit this place because its really beautiful,NEUTRAL,"beautiful, really, visit, definitely, history"
Ludwig-Maximilians-Universitat Munchen,my alma mater i visited this best german university for my master degree with proud and honor between winter term  and summer term  and now ill be there again for my phd program one thing that i would suggest is to digitalize the whole institution in every single aspect just like its neighbor competitor the tum ,POSITIVE,"tum, competitor, neighbor, like, just"
Ludwig-Maximilians-Universitat Munchen,lovely lovely environment here very nice campus im impressed with it absolutely everything looks good here to me definitely would love to learn something here and at least teach too how can i teach here,POSITIVE,"teach, learn, love, definitely, good"
Ludwig-Maximilians-Universitat Munchen,ludwig maximilian university is listed as nd at times higher education list in   professors  academicians and  departments with its decorated buildings at the heart of munich welcoming you with its nice ceiling in entrance,NEUTRAL,"entrance, ceiling, nice, welcoming, munich"
Ludwig-Maximilians-Universitat Munchen,one of the two big universities of munich and is supposed to be one of the best universities in germany you can study for free at any age it has a lot of different faculties in natural science and humanities it is famous for sophie and hans scholl having studied there during the ns regime the siblings were part of a group called weie rose which distributed flyers with information about the regime you can still see their statue in the main hall of the university and their flyers in stone in the ground in front of the building there is also a museum about them in the university the different faculties and buildings are spread throughout munich hosting about  students most of them are in the area of schwabing and englischer garten where many students relax during breaks behind the main building there are many cafes restaurants bars galleries and book shops it used to be an artistic area where home owners were required to give their upper floor to artists,NEUTRAL,"artists, floor, upper, required, owners"
Ludwig-Maximilians-Universitat Munchen,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Ludwig-Maximilians-Universitat Munchen,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Ludwig-Maximilians-Universitat Munchen,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Ludwig-Maximilians-Universitat Munchen,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Ludwig-Maximilians-Universitat Munchen,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Ludwig-Maximilians-Universitat Munchen,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Ludwig-Maximilians-Universitat Munchen,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Ludwig-Maximilians-Universitat Munchen,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Ludwig-Maximilians-Universitat Munchen,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Ludwig-Maximilians-Universitat Munchen,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Stanford University,stanford campus is one of the mustvisit bay area sites  campus is vast and beautiful  the weather is almost perfect all year round  it typically take about  hours to have a full tour of the enormous campus  i have taken a few pictures for us to share  hope you would like them,POSITIVE,"like, hope, share, pictures, taken"
Stanford University,the place with nice vibe we had just a small walk here i was never dreaming about studying in such a place but the understanding that here is the university with huge history so old and beautiful made me happy,POSITIVE,"happy, beautiful, old, history, huge"
Stanford University,no doubt one of the top universities in the world silicon valley is the proof got a quick tour today not able to attend the mass due to time limit wish kids can have the chances to study here one day,NEUTRAL,"day, study, chances, kids, wish"
Stanford University,a trip to stanford university during our summer vacation turned out to be an extraordinary experience leaving us in awe of the excellence and beauty that this prestigious institution has to offer from the moment we set foot on the sprawling campus we knew we were in for a treat  the first thing that struck us was the picturesque setting of stanford university nestled amid lush greenery and framed by majestic palm trees the campus exuded an atmosphere of tranquility and sophistication the meticulously maintained grounds and stunning architecture created a sense of grandeur making us feel like we had entered a world of academic brilliance  the hoover tower with its commanding presence offered a breathtaking view of the entire campus and the surrounding landscape we stood in awe as we took in the panorama realizing the vast potential that stanford university holds for its students to make a positive impact on the world  if youre looking for an opportunity to ignite curiosity and inspire young minds a visit to stanford university is an absolute must the blend of academic excellence vibrant campus life and picturesque surroundings make it an unforgettable destination for families and aspiring scholars alike,POSITIVE,"alike, scholars, aspiring, families, destination"
Stanford University,our recent visit to the stanford campus was an absolute delight from the moment we stepped foot onto the grounds we were captivated by the refreshing atmosphere lush green landscapes and unique vibe that permeated every corner of this prestigious institution  one of the most striking aspects of the campus was the abundance of trees and verdant landscapes as we strolled along the pathways we found ourselves surrounded by a picturesque natural setting that provided a serene backdrop for our exploration the meticulously maintained gardens and vibrant flora added a touch of tranquility to the entire experience  during our visit we had the opportunity to explore the renowned east asia libraries with a day pass the libraries proved to be a treasure trove of knowledge housing an extensive collection of books and resources the ambiance was both serene and studious allowing us to immerse ourselves in a world of intellectual discovery  as the day drew to a close we made our way to the oval where we witnessed a truly breathtaking sunset the vast expanse of the oval provided an ideal vantage point to soak in the vibrant hues painting the sky creating a scene that was nothing short of magical it was a moment of pure serenity and beauty etching a lasting memory in our minds  what truly struck us during our visit was the palpable sense of history and stories that seemed to resonate from every corner of the campus whether it was the iconic buildings or the quiet nooks and crannies there was an undeniable aura of significance and heritage it felt as though each space held its own narrative inviting visitors like us to become a part of the rich tapestry of stanfords legacy  in conclusion our visit to the stanford campus was an enchanting experience from start to finish the refreshing ambiance abundant greenery and unique vibe create an atmosphere that is both invigorating and serene whether youre academic enthusiasts nature lovers or simply seeking a place of beauty and inspiration stanford campus offers a captivating journey filled with history natural wonders and stories waiting to be discovered we wholeheartedly recommend a visit to this remarkable institution,POSITIVE,"remarkable, recommend, wholeheartedly, discovered, waiting"
Stanford University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Stanford University,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Stanford University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Stanford University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Stanford University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Stanford University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Stanford University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Stanford University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Stanford University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Stanford University,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Tokyo,while in the ueno park area you can take walk for a peak at some of the old buildings of university of tokyo first imperial university and the most prestigious in japan access on the university grounds is allowed even when there are no students the place looked deserted but i can imagine how it is with students around even though it was a rainy afternoon visiting the university of tokyo was a pleasant experience,POSITIVE,"experience, pleasant, visiting, afternoon, rainy"
University of Tokyo,this is my university i spend  years here one of the best university in the world the beauty of campus is amazing therefore in fall lots of people visit the campus best place to shoot autumn vibe photos for social media moreover you can feel the vibes from my posted photos both adult and kids will enjoy the place,POSITIVE,"enjoy, kids, adult, posted, vibes"
University of Tokyo,very nice campus with well maintained historical buildings and neatly manicured landscape we went in the last week of november and caught the right season when ginkgo trees turn into a sea of yellow would be a dream to study here,POSITIVE,"study, dream, yellow, sea, turn"
University of Tokyo,the highest ranked university in japan founded  years ago the campus is opened to the public where you are take a walk while enjoying the beauty of historic buildings and nature there the nearest station is todaimae which means in front of tokyo uni how intesting it is the best season to visit todai is definitely fall i was lucky to capture a photo of a huge ginkgo tree as per attachment,POSITIVE,"attachment, tree, ginkgo, huge, photo"
University of Tokyo,nice place to visit as a tourist lots of green to find if you look for it,POSITIVE,"look, green, lots, tourist, visit"
University of Tokyo,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Tokyo,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Tokyo,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Tokyo,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Tokyo,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Tokyo,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Tokyo,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Tokyo,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Tokyo,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Tokyo,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Copenhagen,the university of copenhagen located in copenhagen denmark is a highly esteemed public research institution it boasts a rich history having been founded back in  making it the secondoldest university in scandinavia preceded only by uppsala university  comprising six distinct faculties the university of copenhagen conducts its educational activities across four campuses all conveniently situated in copenhagen to support its academic endeavors the university manages an impressive total of  departments and  separate research centers all within the citys boundaries additionally it oversees several museums and botanical gardens both within and outside the danish capital contributing to the institutions commitment to knowledge dissemination and preserving cultural heritage  beyond copenhagen the university of copenhagen expands its influence through ownership and operation of various research stations throughout denmark with two additional stations located in greenland these research outposts serve as vital hubs for advancing scientific exploration and contributing to the understanding of regional ecosystems and climate dynamics  notably the faculty of health and medical sciences forms an integral part of the university and collaborates closely with the public hospitals of the capital and zealand region of denmark together they constitute the conglomerate copenhagen university hospital fostering synergistic partnerships between academia and healthcare to promote cuttingedge medical research and superior patient care  in summary the university of copenhagen stands as a distinguished center of learning and research deeply rooted in history and embracing a multifaceted approach to education its presence spans across various faculties departments research centers museums and gardens both within and beyond copenhagen further strengthened by its outreach through research stations and collaborations with prominent healthcare institutions this esteemed institution continues to uphold its legacy of academic excellence inspiring generations of scholars and contributing significantly to the advancement of knowledge across diverse fields,NEUTRAL,"fields, diverse, advancement, significantly, scholars"
University of Copenhagen,beautiful historical building gorgeous conference hall uncomfortable seating amazing place,POSITIVE,"place, amazing, seating, uncomfortable, hall"
University of Copenhagen,i feel like an artist when sitting here it made me delighted,POSITIVE,"delighted, sitting, artist, like, feel"
University of Copenhagen,one of the oldest universities in europe established some time before columbus discovered america  this is the administration par of it and the faculties are spread over the cophenhagen,NEUTRAL,"cophenhagen, spread, faculties, par, administration"
University of Copenhagen,copenhagen university is a prestigious public research university in copenhagen denmark founded in  it is the secondoldest university in scandinavia after uppsala university  the university has six faculties   the faculty of health and medical sciences  the faculty of science  the faculty of humanities  the faculty of social sciences  the faculty of law  the faculty of theology  the university offers a wide range of undergraduate and postgraduate programs both in danish and english it is also home to a number of research centers and institutes  copenhagen university is a highly ranked university and is consistently ranked among the top  universities in the world it is also a popular choice for international students with over  international students enrolled  the university is located in the heart of copenhagen and is easily accessible by public transportation the campus is also home to a number of museums and cultural institutions  here are some of the key features of copenhagen university   founded in   secondoldest university in scandinavia  six faculties  wide range of undergraduate and postgraduate programs  highly ranked university  popular choice for international students  located in the heart of copenhagen,NEUTRAL,"features, key, institutions, cultural, museums"
University of Copenhagen,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Copenhagen,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Copenhagen,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Copenhagen,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Copenhagen,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Copenhagen,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Copenhagen,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Copenhagen,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Copenhagen,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Copenhagen,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Sydney,this univ is near victoria park so we also feel very peaceful day here  univ was really active we visited here during weekday so many students were studying we really envy cuz these students here study in such wonderful university  i cam realize why this university is top beautiful university in the world after this visit,POSITIVE,"visit, world, beautiful, realize, cam"
University of Sydney,great place open to public the building is beautiful and you can walk across halls and student library and see how the student life is here have pools and other courts that you can use after paying,POSITIVE,"paying, use, courts, pools, life"
University of Sydney,sydney uni  awesome excellent education  beautiful surrounds with city views  supportive community  lots of social clubs  i can personally endorse the amazing education and recognised degrees both our sons got but more important as a parent the good feeling respect and friendships made there too we were there last night at the grass tennis clubs annual ball amazing we live near the uni and know a lot about it feel free to follow me on instagram and send me a message  love your local guide  m,POSITIVE,"guide, local, love, message, send"
University of Sydney,it was one of the most beautiful buildings in sydney with the blue sky and the architecture you can even go inside so its a mustsee,POSITIVE,"mustsee, inside, architecture, sky, blue"
University of Sydney,syd uni visited this place as it is near the chau chak museum  great for taking good photos,POSITIVE,"photos, good, taking, great, museum"
University of Sydney,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Sydney,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Sydney,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Sydney,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Sydney,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Sydney,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Sydney,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Sydney,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Sydney,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Sydney,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Southampton,the university of southampton had a very organised and well planned open day it was amazing the environment was very clean and the guides were very helpful,POSITIVE,"helpful, guides, clean, environment, amazing"
University of Southampton,beautiful campus beautiful people and so close to nature ,POSITIVE,"nature, close, people, campus, beautiful"
University of Southampton,beautiful campus filled with flora and fauna sadly the pandemic means classes are mostly online and students dont really have the opportunity to use the facilities like labs gym susu building etc  really wish the uni could compensate some of the already exorbitant tuition fees since were not using facilities at the moment,NEGATIVE,"moment, using, fees, tuition, exorbitant"
University of Southampton,if you are an international student for some programmes you will be paying  for their online streaming service  twothirds of the lectures and seminars in my programme were delivered online in poor quality they didnt tell us anything about this until a few days before the first semester started  the student support here is awful and they have a tendency to delay things that are important to students im glad that i quit my masters programme since almost everything was unacceptable here  i agree with the review that said the russell group should take a good hard look at the running of this university   avoid,NEGATIVE,"avoid, university, running, look, hard"
University of Southampton,lovely uni just sometimes so hard to get a bus to city center  too busy,NEUTRAL,"busy, center, city, bus, hard"
University of Southampton,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Southampton,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Southampton,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Southampton,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Southampton,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Southampton,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Southampton,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Southampton,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Southampton,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Southampton,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
King's College London,i dont know much of the college itself but i know that i enjoy roaming the grounds because of the nice surroundings the building itself is very cool and the greenery is pleasant it would be very cool to go inside and see what its like someday im sure theres lots of interesting history to discover as well ,POSITIVE,"discover, history, interesting, lots, theres"
King's College London,they are open for two hours for academic counselling the first week of school  they take thousands of dollars for tuition but are rude dismissive and unhelpful when a student needs to change  their courses  they are extremely unhelpful when dealing with parents who are footing the bill,NEGATIVE,"footing, parents, dealing, extremely, courses"
King's College London,i am a mature student starting kings in september this summer i visited enrolment services and financial services in both offices i have received friendly and professional assistance,POSITIVE,"assistance, professional, friendly, received, offices"
King's College London,so far my experience is very good university is tough and hard again its great experience professors are very nice and highly educated like it pretty much as of today,POSITIVE,"today, pretty, like, educated, highly"
King's College London,they came to my high school and didnt even offer us a pen worst  school ever ,NEGATIVE,"worst, pen, offer, didnt, school"
King's College London,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
King's College London,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
King's College London,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
King's College London,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
King's College London,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
King's College London,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
King's College London,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
King's College London,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
King's College London,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
King's College London,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Bristol,very bad first year dental program they absolutely drain students the what so called flipped classroom is a complete fail and has many flaws it causes a lot of mental health problems loneliness isolation and physical as well  eye neck problems etc because were spending a lot of hours in our rooms on computers also the classes that we actually have in person are absolutely useless and a waste of time however the actual important and difficult ones are online how is this convenient i really hope they fix this abomination of a program absolutely making me regret my decision so much for rd on the uk ,NEGATIVE,"uk, rd, decision, regret, making"
University of Bristol,all veterinary science students at bristol university who were made to feel unsafe were not fed were left alone had undergone streams of sexist remarks by dirty minded farmers and awaited to be put right by their friends ought to be given the whole amount of student fees they paid up to date back to them and a public apology and a list of improvements to ensure future students do not go through what they went through again a special note to thick skinned professors who ignored alarming and shocking early warning signs who get paid by the very fees collected on students that were made to feel vulnerable in these unsafe mandatory placements ought to put their heads in shame,NEGATIVE,"shame, heads, placements, mandatory, vulnerable"
University of Bristol,great place i love it i wish i had the possibility to study there when i was young,POSITIVE,"young, study, possibility, wish, love"
University of Bristol,been to bristol many times before but this visit is unique in bristol heart hospital recovering from open heart surgery wonderful hospital  care is top notch from cleaners to surgeons everyone is so helpful and supportive  ive included the photo from my ward windows  the only view throughout the cardiac unit so im doubly lucky ,POSITIVE,"lucky, doubly, im, unit, cardiac"
